ID,Original_ID,Country Name,Country ISO3,Income Level,Authority,Date,Level 1 policy measures,Level 2 policy measures,Level 3 policy measures,Details of the measure,Reference,Termination Date,Modification of Parent Measure,Parent Measure,was_modified
1291,1937,Nepal,NPL,Low income,Cb,2020-04-24,Banking sector,Operational continuity,,MFIs that conduct transactions in a group under normal times must make provision for minimal presence of members and/or use alternative medium.,,,No,,False
1292,1938,Russian federation,RUS,Upper middle income,Cb,2020-04-24,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Decided to lower the interest rate on loans meant for for small and medium-sized enterprises (SMEs) from  a level of 4% to 3.50% per year. The loans were offered to credit institutions, which then extended them to SMEs so that they could maintain employment. The interest rate decrease will apply on April 27, 2020 to both new and already existing loans extended by the Bank under this program--with an aggregate limit of RUB 500 billion.",https://cbr.ru/press/pr/?file=24042020_134500dkp2020-04-24T13_43_10.htm,,Other,589.0,True
1293,1940,Russian federation,RUS,Upper middle income,Cb,2020-04-24,Liquidity/funding,Policy rate,,Reduced the key rate by 50 basis points to a level of 5.50% per annum.,https://cbr.ru/press/pr/?file=24042020_133000Key.htm,,No,,False
1294,1942,Russian federation,RUS,Upper middle income,Cb,2020-04-24,Insolvency,Enhancing tools for out-of-court debt restructuring and workouts,,"To support individual mortgage borrowers, CBR recommended to all credit institutions postpone foreclosure and eviction procedures until September 30, 2020.",http://cbr.ru/StaticHtml/File/59420/20200422_in_06_59-79.pdf,2020-09-30,No,,False
1295,1943,Russian federation,RUS,Upper middle income,Cb,2020-04-24,Banking sector,Support borrowers,Other support borrowers,"To support individual mortgage borrowers, CBR recommended to all credit institutions postpone foreclosure and eviction procedures until September 30, 2020.",http://cbr.ru/StaticHtml/File/59420/20200422_in_06_59-79.pdf,2020-09-30,No,,False
1296,1945,Saudi arabia,SAU,High income,Cb,2020-04-24,Banking sector,Support borrowers,State guarantees on loans,"Launched the secured financing program, by guaranteeing a rate of (95%) of the value of the financing granted according to the mechanisms approved within the Kafala program, with the aim of providing additional support and enhancing the creditworthiness of the micro-enterprises Small and medium and overcome the challenges of financing these enterprises, which reduces the impact of the decrease in cash flows, and makes it easier for them to serve their customers, and to pay the salaries and dues of their employees.",http://www.sama.gov.sa/ar-sa/News/Pages/news-554.aspx,,No,,False
1297,1946,United kingdom,GBR,High income,Cb,2020-04-24,Liquidity/funding,Liquidity (incl fx)/ela,,"Extended the 3-month and 1-month term Contingent Term Repo Facility (CTRF) thorugh May 2020, with the final  operation on May 29, 2020.",https://www.bankofengland.co.uk/markets/market-notices/2020/extension-of-the-contingent-term-repo-facility-24-april,,Extension,836.0,True
1298,1948,United kingdom,GBR,High income,Sup,2020-04-24,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"Implemented a 3-month payment freeze on automobile debt, buy-now pay-later (BNPL), rent-to-own (RTO), and pawnbroking agreements. The Financial Conduct Authority (FCA) also froze high-cost, short-term credit--including payday loans-- for one month and refrained from charging additional interest. The FCA first proposed these measures in mid-April, and they will become active on April 27.",https://www.fca.org.uk/news/press-releases/fca-confirms-support-motor-finance-and-high-cost-credit-customers,,No,,False
1299,1949,Ukraine,UKR,Lower middle income,Mof,2020-04-24,Financial markets/nbfi,Public debt management,Adjusting funding strategy,"The MoF cancelled the last 4 auctions (3/31, 4/7, 4/14, 4/21) because of the low demand  and announced they will offer only short-term bonds (up to 252 days) in UAH and US$ on 4/28",,,No,,False
1300,1951,United states,USA,High income,Other,2020-04-24,Financial markets/nbfi,Market functioning,Regulatory measures,"Granted no-action relief with respect to a registrant listing new principals or an applicant for AP registration until July 23, 2020, or until the National Futures Association (NFA) notifies the public that it has resumed processing fingerprints, whichever is earlier, as long as the registrant fulfills a number of requirements",https://www.cftc.gov/PressRoom/PressReleases/8158-20,2020-07-23,No,,False
1301,1953,United states,USA,High income,Cb,2020-04-24,Liquidity/funding,Liquidity (incl fx)/ela,,"Announced an interim final rule to amend Regulation D (Reserve Requirements of Depository Institutions) to delete the six-per-month limit on convenient transfers from the ""savings deposit"" definition.",https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200424a.htm,,No,,False
1302,1954,Uruguay,URY,High income,Cb,2020-04-24,Liquidity/funding,Liquidity (incl fx)/ela,,Reduction in reserve requirements. New credit extended in local currency will be deducted from the minimum mandatory reserve requirements with ceiling according to different categories organized by maturity (30; 30-90; 91-180; 181-367).,https://www.bcu.gub.uy/Comunicaciones/BCU-Abril-2020/Paginas/Credito-Reduccion.aspx,,No,,False
1303,1955,Malawi,MWI,Low income,Cb,2020-04-23,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,MFIs should promote digital platforms among their customers,https://www.rbm.mw/MediaCenter/PressReleases/,,No,,False
1304,1956,Malaysia,MYS,Upper middle income,Cb,2020-04-25,Banking sector,Prudential,Ensure public risk disclosures by banks,"Required banking institutions to take appropriate steps to ensure that borrowers/customers are provided with clear information on the process and changes to the terms of their agreements, as well as convenient means to conclude these agreements in view of the Movement Control Order. This is in association with the 6-month moratorium on loan/financing payments announced on 25 March 2020.",https://www.bnm.gov.my/index.php?ch=en_press&pg=en_press&ac=5042&lang=en,,No,,False
1305,1958,United kingdom,GBR,High income,Mof,2020-04-26,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Treasury amends regulation of CBILS scheme to support small businesses.,https://www.fca.org.uk/news/statements/uk-coronavirus-business-interruption-loan-scheme-cbils-and-new-bounce-back-loan-scheme-bbl,,Other,2769.0,True
1306,1959,Bangladesh,BGD,Lower middle income,Cb,2020-04-27,Banking sector,Prudential,Reduce non-essential regulatory reporting requirements for banks,The requirement for the banks to submit Audited Annual financail statement to BB is deferred untill June 2020.,https://www.bb.org.bd/mediaroom/circulars/dos/apr272020dosl15.pdf,,No,,False
1307,1960,Bhutan,BTN,Lower middle income,Cb,2020-04-27,Liquidity/funding,Liquidity (incl fx)/ela,,Reduction of CRR by 200 basis point to 7 percent.,,,No,,False
1308,1961,Chile,CHL,High income,Other,2020-04-27,Banking sector,Prudential,"Relaxation in npe treatment (definition, classification, provisioning)",Extended from four to six months the transitional treatment applicable to the provisions required for the reprogramming of commercial credit quotas in banks and supervised cooperatives.,http://www.cmfchile.cl/portal/prensa/604/w3-article-28681.html,,No,,False
1309,1963,Georgia,GEO,Upper middle income,Cb,2020-04-27,Financial markets/nbfi,Market functioning,Other market functioning,"NBG maintains a flexible exchange rate with interventions limited to smoothing larger adjustments. Since March 13, NBG intervened on four occassions for a total amount of USD120 mln.",,,No,,False
1310,1965,India,IND,Lower middle income,Cb,2020-04-27,Liquidity/funding,Liquidity (incl fx)/ela,,"A special liquidity window of USD 6.6 billion for banks to lend to mutual funds or purchase/repo from mutual funds. The Special Liquidity Facility for Mutual funds (SLF MF) will be valid betweem April 27 and May 11 and funds under this window will be exempted from regulatory limits and will can be considered for prioirity sector lending targets. On April 30, the regulatory benefits were extended to all bank lending to mutual funds, not only lending under the SLF MF. �� ��",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49728,,No,,False
1311,1966,Israel,ISR,High income,Mof,2020-04-27,Banking sector,Support borrowers,Other support borrowers,Approved credit card companies attaching to the SME loan fund to increase the credit supply and financing options of small and medium businesses seeking to obtain a state guarantee loan. The terms of the loan through the credit card companies are the same as those currently in the date.,https://www.gov.il/he/departments/news/press_27042020_b,,No,,False
1312,1967,Jamaica,JAM,Upper middle income,Cb,2020-04-27,Liquidity/funding,Liquidity (incl fx)/ela,,"The Bank of Jamaica has taken additional actions to ensure uninterrupted system wide liquidity, such as the recent removal of limits on the amounts that deposit taking institutions can borrow overnight without being charged a penalty rate and a broadening of the range of acceptable repo collateral.",,,No,,False
1313,1968,Japan,JPN,High income,Cb,2020-04-27,Liquidity/funding,Asset purchases,,Implemented yield curve control that applies a negative interest rate of minus 0.1 percent to the Policy-Rate Balances in current accounts held by financial institutions at the Bank and purchase a necessary amount of JGBs without setting an upper limit so that 10-year JGB yields will remain at around zero percent.,https://www.boj.or.jp/en/announcements/release_2020/k200427a.pdf,,No,,False
1314,1969,Japan,JPN,High income,Cb,2020-04-27,Liquidity/funding,Asset purchases,,Decided to actively purchase ETFs and J-REITs for the time being so that their amounts outstanding will increase at annual paces with the upper limit of about 12 trillion yen and about 180 billion yen.,https://www.boj.or.jp/en/announcements/release_2020/k200427a.pdf,,Extension,521.0,True
1315,1971,Japan,JPN,High income,Cb,2020-04-27,Liquidity/funding,Liquidity (incl fx)/ela,,"Conducting further active purchases of both JGBs and T-Bills for the time being, with a view to maintaining stability in the bond market and stabilizing the entire yield curve at a low level.",https://www.boj.or.jp/en/announcements/release_2020/k200427a.pdf,,Extension,522.0,True
1316,1972,Japan,JPN,High income,Cb,2020-04-27,Liquidity/funding,Liquidity (incl fx)/ela,,"Strengthened the Special Funds-Supplying Operations to Facilitate Financing in Response to the Novel Coronavirus (COVID-19) by expanding the range of collateral in calculating the maximum amount of the loans, increasing the number of eligible counterparties, and applying a positive interest rate to current account balances at the Bank.",https://www.boj.or.jp/en/announcements/release_2020/k200427a.pdf,,Other,2768.0,True
1317,1973,Japan,JPN,High income,Cb,2020-04-27,Liquidity/funding,Asset purchases,,"Increased the maximum amount of additional purchases of CP and corporate bonds and conduct purchases with the upper limit of the amount outstanding of about 20 trillion yen in total. Maximum amounts of additional purchases of CP and corporate bonds will be increased from 1 trillion yen to 7.5 trillion yen for each asset. Other than the additional purchases, the existing amounts outstanding of CP and corporate bonds will be maintained at about 2 trillion yen and about 3 trillion yen, respectively. The additional purchases will continue until the end of September 2020. In addition, it raised the maximum amounts outstanding of a single issuer's CP and corporate bonds to be purchased, and the maximum remaining maturity of corporate bonds to be purchased will be extended to 5 years.",https://www.boj.or.jp/en/announcements/release_2020/k200427a.pdf,2020-09-30,No,,False
1318,1974,Mexico,MEX,Upper middle income,Other,2020-04-27,Banking sector,Prudential,"Relaxation in npe treatment (definition, classification, provisioning)","Temporarily changed the Special Accounting Criteria applicable to the Fund for Operation and Bank Financing of Housing (FOVI), to the Mining Development Trust (FIFOMI) , as well as the Institutional Trusts in Relation to Agriculture (FIRA), regarding commercial, consumer and hlusing loans that they have with clients whose source of payment is affected by this contingency. This allows the lending institutions to not classify restructured or rescheduled loans as non-performing, when they meet certain criteria.",https://www.gob.mx/cnbv/prensa/33-2020-criterios-contables-especiales-aplicables-a-entidades-de-fomento-y-alcances-para-sector-de-ahorro-y-credito-popular?idiom=es,,No,,False
